PipelineID,FilingID,Effective Start,Effective End,Receipt Point,Delivery Point,Service,Product,Original Toll Value,Original Toll Unit,Converted Toll Value,Converted Toll Unit
TCPL,2012 Interim,2012-01-01,2013-06-30,Empress,Iroquois,FT,natural gas,2.385432,CA$ per GJ,,
TCPL,2012 Interim,2012-01-01,2013-06-30,Union Parkway Belt,Emerson 2,FT,natural gas,1.45786,CA$ per GJ,,
TCPL,2012 Interim,2012-01-01,2013-06-30,Union Parkway Belt,Enbridge CDA,FT,natural gas,0.116689,CA$ per GJ,,
TCPL,2012 Interim,2012-01-01,2013-06-30,Union Parkway Belt,Énergir EDA (formerly called GMIT EDA),FT,natural gas,0.544357,CA$ per GJ,,
TCPL,2012 Interim,2012-01-01,2013-06-30,Union Parkway Belt,Iroquois,FT,natural gas,0.386723,CA$ per GJ,,
TCPL,2012 Interim,2012-01-01,2013-06-30,Union Parkway Belt,Union SWDA,FT,natural gas,0.240428,CA$ per GJ,,
TCPL,2013 Final,2013-07-01,2014-12-31,Empress,Emerson 2,FT,natural gas,0.6088,CA$ per GJ,,
TCPL,2013 Final,2013-07-01,2014-12-31,Empress,Enbridge CDA,FT,natural gas,1.5659,CA$ per GJ,,
TCPL,2013 Final,2013-07-01,2014-12-31,Empress,Énergir EDA (formerly called GMIT EDA),FT,natural gas,1.7294,CA$ per GJ,,
TCPL,2013 Final,2013-07-01,2014-12-31,Empress,Iroquois,FT,natural gas,1.6259,CA$ per GJ,,
TCPL,2013 Final,2013-07-01,2014-12-31,Empress,Union SWDA,FT,natural gas,1.42,CA$ per GJ,,
TCPL,2013 Final,2013-07-01,2014-12-31,Union Parkway Belt,Emerson 2,FT,natural gas,1.0146,CA$ per GJ,,
TCPL,2013 Final,2013-07-01,2014-12-31,Union Parkway Belt,Enbridge CDA,FT,natural gas,0.1245,CA$ per GJ,,
TCPL,2013 Final,2013-07-01,2014-12-31,Union Parkway Belt,Énergir EDA (formerly called GMIT EDA),FT,natural gas,0.4119,CA$ per GJ,,
TCPL,2013 Final,2013-07-01,2014-12-31,Union Parkway Belt,Iroquois,FT,natural gas,0.3038,CA$ per GJ,,
TCPL,2013 Final,2013-07-01,2014-12-31,Union Parkway Belt,Union SWDA,FT,natural gas,0.2034,CA$ per GJ,,
TCPL,2015 Final,2015-01-01,2017-12-31,Empress,Emerson 2,FT,natural gas,0.6604,CA$ per GJ,,
TCPL,2015 Final,2015-01-01,2017-12-31,Empress,Enbridge CDA,FT,natural gas,1.8239,CA$ per GJ,,
TCPL,2015 Final,2015-01-01,2017-12-31,Empress,Énergir EDA (formerly called GMIT EDA),FT,natural gas,2.0144,CA$ per GJ,,
TCPL,2015 Final,2015-01-01,2017-12-31,Empress,Iroquois,FT,natural gas,1.8939,CA$ per GJ,,
TCPL,2015 Final,2015-01-01,2017-12-31,Empress,Union SWDA,FT,natural gas,1.6541,CA$ per GJ,,
TCPL,2015 Final,2015-01-01,2017-12-31,Union Parkway Belt,Emerson 2,FT,natural gas,1.5772,CA$ per GJ,,
TCPL,2015 Final,2015-01-01,2017-12-31,Union Parkway Belt,Enbridge CDA,FT,natural gas,0.1935,CA$ per GJ,,
TCPL,2015 Final,2015-01-01,2017-12-31,Union Parkway Belt,Énergir EDA (formerly called GMIT EDA),FT,natural gas,0.6403,CA$ per GJ,,
TCPL,2015 Final,2015-01-01,2017-12-31,Union Parkway Belt,Iroquois,FT,natural gas,0.4723,CA$ per GJ,,
TCPL,2015 Final,2015-01-01,2017-12-31,Union Parkway Belt,Union SWDA,FT,natural gas,0.3161,CA$ per GJ,,
TCPL,2018 Interim,2018-01-01,2019-01-31,Empress,Emerson 2,FT,natural gas,0.6447,CA$ per GJ,,
TCPL,2018 Interim,2018-01-01,2019-01-31,Empress,Enbridge CDA,FT,natural gas,1.7465,CA$ per GJ,,
TCPL,2018 Interim,2018-01-01,2019-01-31,Empress,Énergir EDA (formerly called GMIT EDA),FT,natural gas,1.9257,CA$ per GJ,,
TCPL,2018 Interim,2018-01-01,2019-01-31,Empress,Iroquois,FT,natural gas,1.8105,CA$ per GJ,,
TCPL,2018 Interim,2018-01-01,2019-01-31,Empress,Union SWDA,FT,natural gas,1.5812,CA$ per GJ,,
TCPL,2018 Interim,2018-01-01,2019-01-31,Union Parkway Belt,Emerson 2,FT,natural gas,1.3713,CA$ per GJ,,
TCPL,2018 Interim,2018-01-01,2019-01-31,Union Parkway Belt,Enbridge CDA,FT,natural gas,0.1732,CA$ per GJ,,
TCPL,2018 Interim,2018-01-01,2019-01-31,Union Parkway Belt,Énergir EDA (formerly called GMIT EDA),FT,natural gas,0.5567,CA$ per GJ,,
TCPL,2018 Interim,2018-01-01,2019-01-31,Union Parkway Belt,Iroquois,FT,natural gas,0.4106,CA$ per GJ,,
TCPL,2018 Interim,2018-01-01,2019-01-31,Union Parkway Belt,Union SWDA,FT,natural gas,0.2748,CA$ per GJ,,
TCPL,2018-2020 Final,2019-02-01,2020-12-31,Empress,Emerson 2,FT,natural gas,0.5293,CA$ per GJ,,
TCPL,2018-2020 Final,2019-02-01,2020-12-31,Empress,Enbridge CDA,FT,natural gas,1.3758,CA$ per GJ,,
TCPL,2018-2020 Final,2019-02-01,2020-12-31,Empress,Énergir EDA (formerly called GMIT EDA),FT,natural gas,1.517,CA$ per GJ,,
TCPL,2018-2020 Final,2019-02-01,2020-12-31,Empress,Iroquois,FT,natural gas,1.4262,CA$ per GJ,,
TCPL,2018-2020 Final,2019-02-01,2020-12-31,Empress,Union SWDA,FT,natural gas,1.2456,CA$ per GJ,,
TCPL,2018-2020 Final,2019-02-01,2020-12-31,Union Parkway Belt,Emerson 2,FT,natural gas,0.9693,CA$ per GJ,,
TCPL,2018-2020 Final,2019-02-01,2020-12-31,Union Parkway Belt,Enbridge CDA,FT,natural gas,0.1224,CA$ per GJ,,
TCPL,2018-2020 Final,2019-02-01,2020-12-31,Union Parkway Belt,Énergir EDA (formerly called GMIT EDA),FT,natural gas,0.3935,CA$ per GJ,,
TCPL,2018-2020 Final,2019-02-01,2020-12-31,Union Parkway Belt,Iroquois,FT,natural gas,0.2902,CA$ per GJ,,
TCPL,2018-2020 Final,2019-02-01,2020-12-31,Union Parkway Belt,Union SWDA,FT,natural gas,0.1943,CA$ per GJ,,
TCPL,2021 Final,2021-01-01,2021-12-31,Empress,Emerson 2,FT,natural gas,0.4448,CA$ per GJ,,
TCPL,2021 Final,2021-01-01,2021-12-31,Empress,Enbridge CDA,FT,natural gas,1.2988,CA$ per GJ,,
TCPL,2021 Final,2021-01-01,2021-12-31,Empress,Énergir EDA (formerly called GMIT EDA),FT,natural gas,1.509,CA$ per GJ,,
TCPL,2021 Final,2021-01-01,2021-12-31,Empress,Iroquois,FT,natural gas,1.3749,CA$ per GJ,,
TCPL,2021 Final,2021-01-01,2021-12-31,Empress,Union SWDA,FT,natural gas,1.1112,CA$ per GJ,,
TCPL,2021 Final,2021-01-01,2021-12-31,Union Parkway Belt,Emerson 2,FT,natural gas,0.8969,CA$ per GJ,,
TCPL,2021 Final,2021-01-01,2021-12-31,Union Parkway Belt,Enbridge CDA,FT,natural gas,0.1499,CA$ per GJ,,
TCPL,2021 Final,2021-01-01,2021-12-31,Union Parkway Belt,Énergir EDA (formerly called GMIT EDA),FT,natural gas,0.5141,CA$ per GJ,,
TCPL,2021 Final,2021-01-01,2021-12-31,Union Parkway Belt,Iroquois,FT,natural gas,0.3741,CA$ per GJ,,
TCPL,2021 Final,2021-01-01,2021-12-31,Union Parkway Belt,Union SWDA,FT,natural gas,0.2452,CA$ per GJ,,
TCPL,2022-2026 Final,2022-01-01,2022-12-31,Empress,Emerson 2,FT,natural gas,0.4225,CA$ per GJ,,
TCPL,2022-2026 Final,2022-01-01,2022-12-31,Empress,Enbridge CDA,FT,natural gas,1.2392,CA$ per GJ,,
TCPL,2022-2026 Final,2022-01-01,2022-12-31,Empress,Énergir EDA (formerly called GMIT EDA),FT,natural gas,1.4496,CA$ per GJ,,
TCPL,2022-2026 Final,2022-01-01,2022-12-31,Empress,Iroquois,FT,natural gas,1.3155,CA$ per GJ,,
TCPL,2022-2026 Final,2022-01-01,2022-12-31,Empress,Union SWDA,FT,natural gas,1.0516,CA$ per GJ,,
TCPL,2022-2026 Final,2022-01-01,2022-12-31,Union Parkway Belt,Emerson 2,FT,natural gas,0.8617,CA$ per GJ,,
TCPL,2022-2026 Final,2022-01-01,2022-12-31,Union Parkway Belt,Enbridge CDA,FT,natural gas,0.1499,CA$ per GJ,,
TCPL,2022-2026 Final,2022-01-01,2022-12-31,Union Parkway Belt,Énergir EDA (formerly called GMIT EDA),FT,natural gas,0.5141,CA$ per GJ,,
TCPL,2022-2026 Final,2022-01-01,2022-12-31,Union Parkway Belt,Iroquois,FT,natural gas,0.3741,CA$ per GJ,,
TCPL,2022-2026 Final,2022-01-01,2022-12-31,Union Parkway Belt,Union SWDA,FT,natural gas,0.2452,CA$ per GJ,,
TCPL,2023 Rate Riders,2023-01-01,2023-12-31,Empress,Emerson 2,FT,natural gas,0.3358,CA$ per GJ,,
TCPL,2023 Rate Riders,2023-01-01,2023-12-31,Empress,Enbridge CDA,FT,natural gas,1.0439,CA$ per GJ,,
TCPL,2023 Rate Riders,2023-01-01,2023-12-31,Empress,Énergir EDA (formerly called GMIT EDA),FT,natural gas,1.2549,CA$ per GJ,,
TCPL,2023 Rate Riders,2023-01-01,2023-12-31,Empress,Iroquois,FT,natural gas,1.1208,CA$ per GJ,,
TCPL,2023 Rate Riders,2023-01-01,2023-12-31,Empress,Union SWDA,FT,natural gas,0.8563,CA$ per GJ,,
TCPL,2023 Rate Riders,2023-01-01,2023-12-31,Union Parkway Belt,Emerson 2,FT,natural gas,0.7374,CA$ per GJ,,
TCPL,2023 Rate Riders,2023-01-01,2023-12-31,Union Parkway Belt,Enbridge CDA,FT,natural gas,0.1499,CA$ per GJ,,
TCPL,2023 Rate Riders,2023-01-01,2023-12-31,Union Parkway Belt,Énergir EDA (formerly called GMIT EDA),FT,natural gas,0.5141,CA$ per GJ,,
TCPL,2023 Rate Riders,2023-01-01,2023-12-31,Union Parkway Belt,Iroquois,FT,natural gas,0.3741,CA$ per GJ,,
TCPL,2023 Rate Riders,2023-01-01,2023-12-31,Union Parkway Belt,Union SWDA,FT,natural gas,0.2452,CA$ per GJ,,
MNP,2452205,2014-04-01,2014-12-31,MN365,MN365,MN365 - Usage Charge Outside Tolerances,natural gas,0.6844,CA$ per GJ,,
MNP,2672023,2015-01-01,2015-12-31,MN365,MN365,MN365 - Usage Charge Outside Tolerances,natural gas,0.6304,CA$ per GJ,,
MNP,2909296,2016-01-01,2018-03-31,MN365,MN365,MN365 - Usage Charge Outside Tolerances,natural gas,0.7159,CA$ per GJ,,
MNP,311247,2004-01-01,2004-12-31,MN365,MN365,MN365 - Usage Charge Outside Tolerances,natural gas,0.6444,CA$ per GJ,,
MNP,349655,2005-01-01,2005-12-31,MN365,MN365,MN365 - Usage Charge Outside Tolerances,natural gas,0.6643,CA$ per GJ,,
MNP,3507217,2018-04-01,2018-12-31,MN365,MN365,MN365 - Usage Charge Outside Tolerances,natural gas,0.7529,CA$ per GJ,,
MNP,3750405,2019-01-01,2019-11-30,MN365,MN365,MN365 - Usage Charge Outside Tolerances,natural gas,0.7853,CA$ per GJ,,
MNP,3893601,2019-12-01,2020-12-31,MN365,MN365,MN365 - Usage Charge Outside Tolerances,natural gas,0.9004,CA$ per GJ,,
MNP,396247,2006-01-01,2006-12-31,MN365,MN365,MN365 - Usage Charge Outside Tolerances,natural gas,0.6725,CA$ per GJ,,
MNP,4039719,2021-01-01,2021-12-31,MN365,MN365,MN365 - Usage Charge Outside Tolerances,natural gas,0.8084,CA$ per GJ,,
MNP,4207934,2022-01-01,2022-12-31,MN365,MN365,MN365 - Usage Charge Outside Tolerances,natural gas,0.4135,CA$ per GJ,,
MNP,4305412,2023-01-01,2023-12-31,MN365,MN365,MN365 - Usage Charge Outside Tolerances,natural gas,0.718,CA$ per GJ,,
MNP,451871,2007-01-01,2007-12-31,MN365,MN365,MN365 - Usage Charge Outside Tolerances,natural gas,0.71,CA$ per GJ,,
MNP,495319,2008-01-01,2008-12-31,MN365,MN365,MN365 - Usage Charge Outside Tolerances,natural gas,0.7598,CA$ per GJ,,
MNP,552129,2009-01-01,2009-04-30,MN365,MN365,MN365 - Usage Charge Outside Tolerances,natural gas,0.7633,CA$ per GJ,,
MNP,554635,2009-05-01,2009-12-31,MN365,MN365,MN365 - Usage Charge Outside Tolerances,natural gas,0.7075,CA$ per GJ,,
MNP,627251,2010-01-01,2010-12-31,MN365,MN365,MN365 - Usage Charge Outside Tolerances,natural gas,0.7727,CA$ per GJ,,
MNP,772417,2011-01-01,2011-12-31,MN365,MN365,MN365 - Usage Charge Outside Tolerances,natural gas,0.8046,CA$ per GJ,,
MNP,785057,2012-01-01,2012-12-31,MN365,MN365,MN365 - Usage Charge Outside Tolerances,natural gas,0.757,CA$ per GJ,,
MNP,915664,2013-01-01,2014-03-31,MN365,MN365,MN365 - Usage Charge Outside Tolerances,natural gas,0.7633,CA$ per GJ,,
NGTL,2014 Final,2014-01-01,2014-12-31,Receipt,System,Average Firm Service Receipt,natural gas,216.98,CA$ per thousand cubic metres per month,0.19124903595431308,CA$ per GJ - illustrative tolls
NGTL,2014 Final,2014-01-01,2014-12-31,System,Group 1,Average FT-D,natural gas,5.23,CA$ per GJ per month,0.1719452054,CA$ per GJ - illustrative tolls
NGTL,2014 Final,2014-01-01,2014-12-31,System,Group 2,Average FT-D,natural gas,4.19,CA$ per GJ per month,0.1377534246,CA$ per GJ - illustrative tolls
NGTL,2014 Final,2014-01-01,2014-12-31,System,Group 3,Average FT-D,natural gas,5.02,CA$ per GJ per month,0.1650410958,CA$ per GJ - illustrative tolls
NGTL,2015 Final,2015-01-01,2015-12-31,Receipt,System,Average Firm Service Receipt,natural gas,225.73,CA$ per thousand cubic metres per month,0.1989614014469865,CA$ per GJ - illustrative tolls
NGTL,2015 Final,2015-01-01,2015-12-31,System,Group 1,Average FT-D,natural gas,5.32,CA$ per GJ per month,0.1749041095,CA$ per GJ - illustrative tolls
NGTL,2015 Final,2015-01-01,2015-12-31,System,Group 2,Average FT-D,natural gas,4.55,CA$ per GJ per month,0.149589041,CA$ per GJ - illustrative tolls
NGTL,2015 Final,2015-01-01,2015-12-31,System,Group 3,Average FT-D,natural gas,5.46,CA$ per GJ per month,0.1795068493,CA$ per GJ - illustrative tolls
NGTL,2016 Final,2016-01-01,2016-12-31,Receipt,System,Average Firm Service Receipt,natural gas,229.87,CA$ per thousand cubic metres per month,0.20261045209152,CA$ per GJ - illustrative tolls
NGTL,2016 Final,2016-01-01,2016-12-31,System,Group 1,Average FT-D,natural gas,5.45,CA$ per GJ per month,0.1791780821,CA$ per GJ - illustrative tolls
NGTL,2016 Final,2016-01-01,2016-12-31,System,Group 2,Average FT-D,natural gas,5.08,CA$ per GJ per month,0.1670136986,CA$ per GJ - illustrative tolls
NGTL,2016 Final,2016-01-01,2016-12-31,System,Group 3,Average FT-D,natural gas,6.09,CA$ per GJ per month,0.200219178,CA$ per GJ - illustrative tolls
NGTL,2017 Final,2017-06-01,2017-12-31,Receipt,System,Average Firm Service Receipt,natural gas,233.92,CA$ per thousand cubic metres per month,0.20618017554812876,CA$ per GJ - illustrative tolls
NGTL,2017 Final,2017-06-01,2017-12-31,System,Group 1,Average FT-D,natural gas,5.61,CA$ per GJ per month,0.1844383561,CA$ per GJ - illustrative tolls
